state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"MT, Stillwater",9642,90.11,0.09,0.29,0.56,2.22,1.48,4.02,20592419.0,14698265.0,5420057.0,31832292.0,21996295.0,7958121.0,22433174.0
"MT, Sweet Grass",3737,93.42,0.11,0.59,0.4,1.36,1.5,6.05,1200997.0,1078124.0,283489.0,1909046.0,1256865.0,446870.0,1323907.01
"MT, Teton",6147,94.22,0.05,0.13,1.4,1.24,1.84,7.58,5407147.0,4821461.01,1859036.99,7387096.0,6200602.0,1987510.0,5792564.0
"MT, Toole",4736,101.63,0.59,0.49,4.92,2.72,2.17,4.52,2200346.01,1473653.99,1193283.0,4250417.99,2583914.0,977936.99,1617202.01
"MT, Treasure",696,95.69,0.0,0.43,0.86,3.59,3.02,7.33,6298.99,8038.94,3437.93,10656.03,8575.0,2519.97,8575.0
"MT, Valley",7396,86.05,0.23,0.49,9.67,1.23,2.1,6.1,9370213.99,8369239.99,2472483.0,13948708.0,11087861.01,4239312.99,8708346.0
"MT, Wheatland",2126,97.08,0.33,0.52,0.42,1.51,2.45,7.2,227354.0,198419.99,174460.02,328147.98,238643.98,31188.01,188023.0
"MT, Wibaux",969,101.86,0.0,0.52,0.41,1.34,1.24,8.67,19437.98,21685.96,10330.03,33798.97,16995.98,8546.96,21317.96
"MT, Yellowstone",161300,80.88,0.53,0.57,3.33,4.31,2.55,4.83,99377168724.0,59172032367.0,24641354199.0,126903884744.0,94982780883.0,38615455498.0,134521864376.0
"NC, Alamance",169509,60.01,16.51,1.07,0.32,9.82,1.85,4.78,114214872645.0,71158020381.0,66698611511.0,134698841951.0,113775252748.0,50906790322.0,120975817084.0
"NC, Alexander",37497,87.13,5.4,0.95,0.22,4.27,1.39,4.77,1197792544.0,797638059.0,928398347.0,2038173808.0,927835892.0,628633830.0,749130065.0
"NC, Alleghany",11137,88.55,1.19,0.48,0.16,9.01,1.15,5.62,27684132.0,28527537.0,31107423.0,39988178.0,30040721.0,13060694.0,23950675.0
"NC, Anson",24446,50.49,53.33,1.15,0.61,3.32,1.38,6.05,323424980.0,209640584.0,281413063.0,587447647.0,313803279.0,113485666.0,164820066.0
"NC, Ashe",27203,93.45,0.54,0.39,0.21,4.82,1.03,6.71,391165811.0,405817890.0,299479187.0,639806671.0,425945934.0,252045044.0,395753596.0
"NC, Avery",17557,91.3,4.02,0.32,0.38,4.54,0.85,5.01,93029276.0,94169779.0,88991341.0,163433197.0,130943793.0,45898212.0,111894097.0
"NC, Beaufort",46994,67.47,25.76,0.34,0.25,6.74,1.29,6.98,2287277400.0,1908530197.0,1276034191.0,3375815400.0,2424641802.0,1166275005.0,2135557741.0
"NC, Bertie",18947,39.02,69.94,0.54,0.46,1.41,1.04,8.25,141764675.0,116850886.0,147077793.0,259261653.0,132215576.0,48858439.0,92798617.0
"NC, Bladen",32722,58.8,37.29,0.2,2.18,7.65,1.58,6.02,808293608.0,545857933.0,653894524.0,1169450576.0,803582295.0,322610779.0,554102568.0
"NC, Brunswick",142820,60.79,8.49,0.39,0.46,3.89,1.35,4.83,54679718147.0,62428748590.0,25443907149.0,81306683336.0,65563853251.0,32018037431.0,86985362210.0
"NC, Buncombe",261191,77.05,5.73,0.91,0.3,5.46,1.91,5.48,365103747210.0,284917091565.0,159227202570.0,413956619316.0,332296394571.0,161219248865.0,715171645331.0
"NC, Burke",90485,83.41,6.58,3.5,0.23,5.12,1.76,5.07,16454489135.0,11957076081.0,13606045765.0,23273068651.0,16267814055.0,8759843802.0,12178139984.0
"NC, Cabarrus",216453,58.92,12.32,1.6,0.23,7.75,1.73,2.77,277869255171.0,114393600953.0,102169941594.0,255310064630.0,232666541837.0,96514916491.0,327457308449.0
"NC, Caldwell",82178,89.52,4.9,0.51,0.19,4.62,1.53,4.78,12558970365.0,8568490506.0,11122559736.0,18033132924.0,11893102575.0,5706474013.0,8740697792.0
"NC, Camden",10867,74.57,11.95,1.33,0.29,1.98,1.96,3.82,32876696.0,16497410.0,17312218.0,37730333.0,31943764.0,19378795.0,21965032.0
"NC, Carteret",69473,83.63,5.74,0.83,0.41,3.23,1.88,6.61,6343948532.0,6384490890.0,2814813225.0,8597922902.0,8607576175.0,3761289757.0,9750008250.0
"NC, Caswell",22604,64.21,35.35,0.27,0.31,3.29,1.69,4.86,238047245.0,182814597.0,225886971.0,388263935.0,231609400.0,125129415.0,184091949.0
"NC, Catawba",159551,75.45,8.06,3.33,0.21,8.17,1.8,4.63,96828971421.0,57310267671.0,57322995054.0,121817092769.0,88540327286.0,46628711143.0,91854766366.0
"NC, Chatham",74470,60.68,11.11,0.93,0.22,11.05,1.59,5.69,9003020862.0,7566108807.0,4584142343.0,8739595897.0,6877323118.0,3601984322.0,17496383938.0
"NC, Cherokee",28612,88.57,1.14,0.46,1.17,2.4,2.36,6.31,451156019.0,536377147.0,299788239.0,792859121.0,520659145.0,283333477.0,445752929.0
"NC, Chowan",13943,64.84,36.25,0.37,0.27,3.35,1.3,7.93,60771681.0,53287079.0,35868089.0,90477103.0,60188445.0,25797896.0,58749807.0
"NC, Clay",11231,89.75,0.57,0.21,0.28,2.3,1.36,7.17,26538853.0,33413236.0,16775969.0,47325974.0,28620070.0,15388492.0,33552051.0
"NC, Cleveland",97947,74.32,20.66,0.75,0.2,2.81,1.51,4.46,22035573434.0,14057523868.0,14823094271.0,32324725561.0,20149468782.0,10158678888.0,16510611380.0
"NC, Columbus",55508,63.18,31.68,0.26,3.22,4.8,1.57,6.12,3983295156.0,2599556207.0,2910135123.0,6216812183.0,3932764558.0,1681068661.0,2362000284.0
"NC, Craven",102139,67.97,22.39,2.01,0.41,6.14,2.71,4.76,24912512062.0,16271375962.0,11956545570.0,27730297260.0,27623886807.0,12339413611.0,26905095851.0
"NC, Cumberland",335509,44.93,33.96,2.05,1.39,9.0,4.43,3.47,1011396849388.0,356902677704.0,341267220184.0,979810750484.0,1084868868184.0,407771381357.0,962970832430.0
"NC, Currituck",27763,75.19,4.86,0.51,0.37,2.54,1.55,3.14,508023754.0,276249068.0,203101615.0,615933538.0,585025268.0,233624812.0,502242942.0
"NC, Dare",37009,81.23,2.19,0.57,0.27,5.97,1.66,4.82,1014785670.0,771943714.0,292697519.0,1156272187.0,1284335910.0,575259754.0,1760431899.0
"NC, Davidson",167609,79.64,8.51,1.17,0.38,6.21,1.44,4.48,112393582215.0,67616504323.0,75743745731.0,154529938409.0,104912475178.0,48679164584.0,86997711244.0
"NC, Davie",42846,82.29,5.96,0.53,0.25,5.83,1.62,5.35,1859461129.0,1302485837.0,961030638.0,2514467640.0,1677535299.0,823897731.0,1888466585.0
"NC, Duplin",58741,52.7,24.92,0.23,0.29,20.53,1.6,5.05,5152294116.0,2873925747.0,4871078040.0,6453134708.0,4582615675.0,1909509547.0,2451928640.0
"NC, Durham",321488,35.05,31.19,3.79,0.22,11.22,2.13,3.36,748937959353.0,324295522555.0,386814679873.0,588728098806.0,519821630763.0,225137181597.0,1602212322211.0
"NC, Edgecombe",51472,41.5,62.79,0.22,0.25,4.09,1.11,5.78,3346415020.0,1954173084.0,2574389580.0,5109568821.0,2872708424.0,1230630665.0,1849522787.0
"NC, Forsyth",382295,53.87,23.42,1.68,0.23,10.93,1.98,4.61,1360490775309.0,725222885654.0,601785044658.0,1436079278126.0,1179893875657.0,469826692983.0,1899636157253.0
"NC, Franklin",69685,55.22,22.95,0.39,0.36,6.85,1.59,3.42,8297445911.0,4287361960.0,4678269723.0,10083482216.0,8081354119.0,3559932788.0,7435991578.0
"NC, Gaston",224529,69.62,13.81,1.1,0.31,5.43,1.68,4.13,270416791053.0,149868574259.0,171758016489.0,347286948136.0,256976610849.0,115612757278.0,240289819891.0
"NC, Gates",11562,66.46,34.94,0.15,0.54,1.5,1.9,4.87,36788665.0,23193488.0,16923878.0,58631943.0,37002562.0,19891612.0,22110591.0
"NC, Graham",8441,94.09,0.2,0.34,6.37,2.3,1.78,6.1,12981836.0,11827614.0,10915564.0,21802681.0,13573212.0,6077688.99,7773401.0
"NC, Granville",60443,57.16,32.19,0.53,0.41,7.42,1.72,3.51,4913398777.0,2742574530.0,3461189819.0,6766381091.0,4621495957.0,2261427699.0,4971486918.0
"NC, Greene",21069,47.64,37.51,0.32,0.47,14.5,1.49,4.46,216802117.0,116702034.0,233714835.0,307846533.0,197003999.0,93441436.0,103251795.0
"NC, Guilford",537174,49.37,29.22,3.55,0.39,6.48,2.1,3.92,3633322836350.0,1908104784551.0,1695871919246.0,3605102072584.0,3292711444367.0,1322538282979.0,5584220464918.0
"NC, Halifax",50010,43.13,57.96,0.71,4.02,2.3,1.32,6.29,2885403965.0,2021308181.0,2674819857.0,4654861286.0,2329681843.0,1041166192.0,1806972322.0
"NC, Harnett",135976,54.21,17.35,0.72,0.73,9.09,2.63,3.08,69766326762.0,26197733095.0,31500514265.0,75157856748.0,61701218988.0,28098451854.0,54954410771.0
"NC, Haywood",62317,88.85,0.99,0.34,0.43,3.21,1.01,6.84,4728826461.0,5089206918.0,2903236236.0,6380051850.0,5591331754.0,3036436954.0,6289179954.0
"NC, Henderson",117417,76.74,2.68,0.85,0.27,8.88,1.72,6.16,33299141826.0,36195738198.0,16316620919.0,39096471171.0,38321655175.0,16675076234.0,51471459761.0
"NC, Hertford",23677,35.81,62.7,0.54,1.14,2.72,1.29,6.24,279683615.0,209720685.0,254961039.0,434016694.0,322064972.0,118342618.0,197948007.0
"NC, Hoke",55234,34.66,27.87,0.85,7.81,10.54,3.82,2.36,5090555997.0,1250215514.0,2177352449.0,4838255370.0,4713782790.0,2132200311.0,2988863634.0
"NC, Hyde",4937,69.6,37.13,0.32,0.45,8.32,1.4,7.53,2227772.01,1813408.99,2310664.01,4660281.0,3251508.0,706830.0,1104160.0
"NC, Iredell",181806,68.26,10.31,1.59,0.23,5.96,1.59,3.4,152997677560.0,77040914277.0,64566553751.0,169765679483.0,130240396945.0,65538325002.0,170820083378.0
"NC, Jackson",43938,74.64,1.66,0.77,8.32,4.64,1.78,5.12,1500614953.0,1281690793.0,902145122.0,2276888250.0,1809695496.0,917589329.0,2576123166.0
"NC, Johnston",209339,56.31,11.98,0.47,0.33,10.42,1.59,2.86,255123294044.0,93754535233.0,120346219452.0,255009352919.0,206896283917.0,125469106938.0,209661503477.0
"NC, Jones",9419,66.0,34.78,0.34,0.54,4.23,2.0,6.92,18178199.0,14452137.0,15765145.0,28735579.0,22010790.0,6866734.0,10175911.0
"NC, Lee",61779,55.55,18.4,0.77,0.41,17.12,2.28,4.02,6055106824.0,3234988143.0,3897557415.0,6328760611.0,5327272980.0,2956754678.0,5068122431.0
"NC, Lenoir",55949,54.5,42.84,0.46,0.29,7.0,1.4,6.75,4219005549.0,2800358229.0,3558514176.0,5592264243.0,3790155904.0,1958935623.0,2613792932.0
"NC, Lincoln",86111,77.97,4.96,0.48,0.26,6.08,1.42,3.75,15075648242.0,8453960342.0,7750267277.0,19857649544.0,14955524258.0,6596477183.0,14692288098.0
"NC, Macon",35858,85.33,1.17,0.56,0.4,6.22,1.07,7.36,887970659.0,1096912715.0,495545727.0,1429805478.0,1143329820.0,444113880.0,1097684020.0
"NC, Madison",21755,90.71,1.07,0.32,0.2,1.94,1.24,6.09,202942388.0,181834164.0,134032990.0,322019686.0,196505953.0,83391919.0,293670310.0
"NC, Martin",22440,57.0,47.24,0.32,0.29,3.43,1.1,6.14,250618672.0,198198607.0,188027004.0,382952513.0,252582396.0,121104641.0,185307725.0
"NC, McDowell",45756,87.38,3.63,0.75,0.29,5.23,1.2,4.34,2083562146.0,1569999090.0,1541944713.0,3103360435.0,2014263769.0,1249048661.0,1670911202.0
"NC, Mecklenburg",1110356,41.91,25.04,3.78,0.26,10.08,2.11,2.82,34730154013866.0,12074066006690.0,13306833170599.0,23263656422881.0,27228878669678.0,10973834576908.0,62121650937466.0
"NC, Mitchell",14964,97.94,0.35,0.31,0.24,4.22,1.1,8.13,65273118.0,70132078.0,49553735.0,110706665.0,72528114.0,33655383.0,68631937.0
"NC, Montgomery",27173,65.78,19.07,1.62,0.38,14.45,1.48,5.61,486956192.0,314989416.0,411716057.0,693478872.0,395841319.0,191164501.0,314251126.0
"NC, Moore",100880,67.89,11.62,0.73,0.68,5.22,1.51,6.07,22277977041.0,23252911625.0,9563115307.0,22206739620.0,21880064960.0,10581809618.0,38431570642.0
"NC, Nash",94298,54.9,37.59,0.76,0.6,6.38,1.65,4.96,20065942055.0,11713580630.0,12059483611.0,28259134114.0,17181340775.0,8933905678.0,17416981104.0
"NC, New Hanover",234473,66.37,12.57,1.02,0.34,4.57,1.73,4.85,257042212683.0,178666165680.0,87057011224.0,275113346919.0,277537858702.0,126179061058.0,523194212568.0
"NC, North Carolina",10488084,59.34,19.26,1.97,1.04,7.63,1.97,4.1,2.7607765405627856e+16,1.4928725241530324e+16,1.4097543951889096e+16,2.959494670737842e+16,2.4464056092357636e+16,1.1152956468372568e+16,3.605932218267829e+16
"NC, Northampton",19483,44.12,65.94,0.2,0.46,1.57,1.09,6.83,153960511.0,145116203.0,144926439.0,284728459.0,137714222.0,70337527.0,101843291.0
"NC, Onslow",197938,61.92,13.43,1.6,0.51,9.04,3.92,2.23,196050059438.0,57852378434.0,65860658946.0,232545719425.0,210268282473.0,89000042650.0,177835531524.0
"NC, Orange",148476,63.76,10.59,6.06,0.26,7.42,2.29,3.4,68408220519.0,31520115546.0,23793301271.0,44652396075.0,42738878960.0,20640848446.0,195493942432.0
"NC, Pamlico",12726,77.23,20.57,0.38,0.57,3.24,1.41,6.94,36908709.0,44811809.0,24762378.0,63954513.0,55273854.0,23936333.0,38171892.0
"NC, Pasquotank",39824,56.17,38.31,1.13,0.31,4.12,2.25,4.6,1428624671.0,856413527.0,819936734.0,2021136099.0,1503481446.0,576334521.0,1395002463.0
"NC, Pender",63060,61.16,14.6,0.31,0.38,5.07,1.48,3.92,5709947421.0,3786483734.0,3063544345.0,6929162073.0,5548101409.0,2535059295.0,6999945031.0
"NC, Perquimans",13463,71.37,24.72,0.27,0.29,2.12,1.29,6.07,50225068.0,52363800.0,32045440.0,70126478.0,68187133.0,24487178.0,49173742.0
"NC, Person",39490,66.74,26.84,0.29,0.62,4.03,1.51,5.03,1421915640.0,935520074.0,832127751.0,2302387050.0,1335833364.0,729203385.0,958911976.0
"NC, Pitt",180742,53.14,31.43,1.42,0.26,5.09,1.87,3.43,132732012232.0,58334659435.0,63440615512.0,140392581160.0,123885607694.0,69892481352.0,192833992247.0
"NC, Polk",20724,87.46,4.4,0.29,0.2,5.41,1.39,8.09,170891762.0,216631910.0,82289201.0,223503573.0,218349722.0,107070339.0,258850013.0
"NC, Randolph",143667,80.19,5.55,0.98,0.47,10.23,1.69,4.64,72620503516.0,41722113659.0,55002023088.0,99357827261.0,65481056715.0,30159470249.0,46531281721.0
"NC, Richmond",44829,61.05,31.58,0.93,2.38,6.11,2.16,5.81,2198143393.0,1292801116.0,1723868711.0,2898301543.0,1974269608.0,996178382.0,1416393773.0
"NC, Robeson",130625,27.68,24.76,0.74,38.94,8.37,2.6,4.15,59687697369.0,25051735362.0,50501037056.0,74530706250.0,46484433256.0,20835496069.0,30532337138.0
"NC, Rockingham",91010,75.53,19.26,0.46,0.34,5.67,1.83,5.67,16734609366.0,12212189591.0,13061179107.0,26302923874.0,17677194475.0,6983245535.0,11357402739.0
"NC, Rowan",142088,71.78,15.59,0.95,0.26,7.49,1.56,4.35,68273140491.0,41423789902.0,41183540407.0,93497277169.0,67742170423.0,31333328171.0,53107163258.0
"NC, Rutherford",67029,85.12,10.15,0.43,0.23,3.58,1.83,6.27,6760896172.0,5206806687.0,4866245744.0,9785507406.0,6730344354.0,3363824224.0,5369449204.0
"NC, Sampson",63531,53.13,26.68,0.34,1.78,16.43,2.01,5.09,6579793855.0,3656786547.0,5301532982.0,8774268951.0,5464998245.0,2587599841.0,3513905328.0
"NC, Scotland",34823,47.68,39.87,0.79,11.08,2.17,2.27,5.09,1059484900.0,573821752.0,836237433.0,1432978290.0,916635730.0,381981845.0,655068686.0
"NC, Stanly",62806,79.41,10.49,1.76,0.28,3.45,1.12,4.43,5616312243.0,3887002418.0,3636915207.0,8250906496.0,5740567005.0,2854307855.0,4291323580.0
"NC, Stokes",45591,95.3,4.16,0.27,0.3,2.75,1.29,5.44,2103689556.0,1514215707.0,1535832679.0,3788553744.0,1874218655.0,937836960.0,1339826484.0
"NC, Surry",71783,87.22,3.68,0.47,0.24,9.97,1.4,5.84,8644335694.0,6151411883.0,7588012240.0,10693088555.0,7685399518.0,4351538579.0,6670813571.0
"NC, Swain",14271,64.24,0.53,0.46,25.13,3.78,4.16,5.23,67961784.0,48247397.0,58858171.0,88857525.0,59978302.0,30121514.0,52829815.0
"NC, Transylvania",34385,87.39,3.72,0.42,0.27,2.8,1.63,6.29,716372620.0,1049316386.0,445737569.0,1087505398.0,852695047.0,352570380.0,1326927122.0
"NC, Tyrrell",4016,58.52,41.76,1.99,0.17,5.98,1.54,5.58,1167692.01,1090263.99,1683788.0,2361167.01,1245120.99,501598.01,685451.0
"NC, Union",239859,62.58,9.64,1.35,0.25,8.74,1.61,2.09,417299319732.0,133440508017.0,143128955108.0,339026573602.0,287724983804.0,121577340924.0,488507098169.0
"NC, Vance",44535,42.89,50.47,0.45,0.18,6.85,1.37,4.48,2244377398.0,1248925734.0,1730883504.0,3271959284.0,1744965471.0,773711008.0,1311401659.0
"NC, Wake",1111761,50.42,16.44,4.34,0.23,7.91,2.03,2.64,35782933292099.0,11680318324593.0,9624211499600.0,20783550548208.0,23404885893218.0,11113359381933.0,72489167929694.0
"NC, Warren",19731,40.4,55.3,0.25,5.2,3.51,1.73,7.34,155919689.0,145096644.0,141476203.0,281550715.0,168144030.0,55554801.0,121426547.0
"NC, Washington",11580,51.8,56.71,0.33,0.18,4.02,1.33,8.58,35709825.0,28334523.0,25317354.0,58103924.0,37533559.0,16453675.0,17875004.0
"NC, Watauga",56177,84.14,1.52,0.83,0.21,3.05,1.27,3.45,2455570824.0,2196475197.0,1634417570.0,3676256024.0,3360670492.0,1570669034.0,7486950913.0
"NC, Wayne",123131,55.4,30.95,1.14,0.27,9.88,2.29,4.83,46408565193.0,24473278686.0,28920071022.0,56953209750.0,42841125206.0,22446221054.0,35519760872.0
"NC, Wilkes",68412,90.02,4.07,0.43,0.16,5.51,1.35,5.99,7175217485.0,5439798651.0,6361330183.0,10162122348.0,7018898802.0,3412803084.0,5063042137.0
"NC, Wilson",81801,49.09,38.46,0.81,0.23,9.44,1.56,5.51,13508605688.0,7761359045.0,10798586820.0,17218319484.0,10830036851.0,5136990733.0,10752416700.0
"NC, Yadkin",37667,87.67,3.09,0.19,0.18,9.95,1.27,5.38,1243580902.0,868449222.0,943929747.0,1808264226.0,1341620193.0,627820373.0,622570723.0
"NC, Yancey",18069,92.16,0.71,0.19,0.23,4.5,0.93,5.62,117927690.0,121584494.0,91416853.0,195958486.0,130758667.0,52172973.0,119625453.0
"ND, Adams",2216,102.26,0.36,0.41,0.68,0.9,1.13,8.48,207239.98,263704.02,59411.01,373706.0,250451.99,125713.99,278439.98
"ND, Barnes",10415,101.77,0.8,0.56,0.68,1.18,1.5,6.68,23267318.0,22149997.0,8699441.0,35600553.0,24297778.0,11140092.0,33235931.0
"ND, Benson",6832,41.88,0.01,0.04,53.15,1.13,1.36,2.62,10721526.0,4084169.99,4368927.01,9400559.0,7556875.0,5414428.0,5153036.01
"ND, Billings",928,83.08,0.0,0.43,0.32,0.43,0.11,6.9,14124.03,15414.01,8352.05,26354.96,12490.95,11628.02,21010.02
"ND, Bottineau",6282,96.5,0.4,0.25,2.07,1.31,1.86,7.0,4711940.0,5331533.0,2052078.0,6882434.0,6570658.01,3330716.0,5955022.0
"ND, Bowman",3024,100.5,0.1,0.07,0.43,2.58,0.53,5.95,593490.01,607188.99,302671.99,958366.01,523061.01,311834.99,670300.0
"ND, Burke",2115,89.41,0.19,0.61,0.57,1.75,0.52,6.05,196378.01,198154.0,70239.01,262577.02,270191.02,127492.01,215159.01
"ND, Burleigh",95626,78.49,0.5,0.4,3.43,1.03,1.2,4.72,19727067175.0,11734921498.0,4999205835.0,19845029496.0,17836934178.0,13488803702.0,31274529200.0
"ND, Cass",181923,74.5,1.85,1.94,0.92,1.66,1.56,3.54,131314912156.0,58464045103.0,31186339475.0,120840035051.0,124195966813.0,83885066423.0,241984552808.0
"ND, Cavalier",3762,103.4,0.11,0.24,0.93,0.64,0.82,6.7,1047303.0,1362897.0,433080.99,1677100.0,1474703.99,703380.99,1035980.01
"ND, Dickey",4872,103.53,0.72,0.45,0.62,2.05,1.33,5.25,2656117.0,2558773.99,1001683.0,3216300.0,2228843.0,1792116.01,3325480.99
"ND, Divide",2264,88.6,0.22,0.27,0.44,1.33,0.75,7.69,198372.0,308561.0,77406.01,394682.99,315239.0,158389.0,215284.01
"ND, Dunn",4424,67.45,0.18,0.23,10.01,0.86,1.36,4.91,1902363.99,1508982.01,775041.0,2914221.99,2017830.99,1109716.0,1841711.01
"ND, Eddy",2287,98.03,0.17,0.26,2.49,2.27,1.09,7.83,250015.0,293948.01,126058.99,349911.02,262043.99,144355.01,313821.99
"ND, Emmons",3241,107.0,0.06,0.19,0.43,1.05,0.83,9.6,727929.0,930653.01,433807.99,1199558.99,758394.01,393911.02,618673.99
"ND, Foster",3210,101.93,0.09,0.09,0.62,0.9,0.56,6.7,720260.0,750144.98,319427.01,859349.0,639881.0,604860.0,884098.01
"ND, Golden Valley",1761,91.6,0.51,0.06,0.57,1.99,0.74,9.48,131493.98,116296.02,39077.0,138308.97,138626.01,83419.02,146691.03
"ND, Grand Forks",69451,85.34,1.9,1.84,2.29,2.81,2.3,4.06,6723395045.0,3456960334.0,1642864100.0,7431476465.0,8040677024.0,4466024331.0,11918241642.0
"ND, Grant",2274,102.24,0.04,0.13,1.19,0.31,1.36,9.15,221328.01,316996.0,116337.99,424555.98,257529.99,164955.98,212005.01
"ND, Griggs",2231,106.99,0.31,0.18,0.36,0.4,0.18,9.1,210539.0,292171.99,118957.01,370815.02,223478.98,110992.02,286193.01
"ND, Hettinger",2499,94.92,0.24,0.04,2.04,0.48,1.28,7.88,294756.98,402189.0,201719.01,527714.01,448396.0,179852.98,202344.02
"ND, Kidder",2480,93.91,0.24,0.89,0.12,2.86,0.4,5.16,327806.01,320441.01,139623.99,516013.99,404686.01,195572.98,269997.98
"ND, LaMoure",4046,100.17,0.12,0.15,0.4,0.84,0.62,6.08,1396356.01,1635393.01,915084.01,1915295.01,1537156.01,625350.0,1628839.0
"ND, Logan",1850,105.62,0.11,0.27,0.43,0.65,0.7,6.54,133828.97,177286.0,76331.03,210142.0,147852.0,74962.0,124246.0
"ND, McHenry",5745,90.83,0.14,0.28,0.49,1.39,0.84,6.13,4142145.0,3927627.0,1749238.0,6373273.0,4020006.01,2759209.0,4059647.0
"ND, McIntosh",2497,109.13,0.24,0.4,0.48,1.52,0.72,8.49,284308.01,528740.01,282436.0,513757.99,283683.98,233818.98,243157.99
"ND, McKenzie",15024,31.59,0.03,0.13,8.98,0.93,0.67,2.32,90175400.0,48078453.0,31375220.0,96337494.0,81349702.0,42661249.0,87398965.0
"ND, McLean",9450,85.87,0.06,0.13,6.19,1.17,1.46,6.01,16645986.0,18280268.99,6376198.0,28487498.0,18601664.0,13341794.0,17583615.01
"ND, Mercer",8187,97.67,0.2,0.33,2.13,1.48,1.09,5.31,11723047.0,8646454.0,4718659.0,14812985.0,13338342.01,10080817.0,11917407.0
"ND, Morton",31364,81.42,0.36,0.17,3.06,1.28,1.43,3.98,736791797.0,450731417.0,250056704.0,906480133.0,725577599.0,374396459.0,828767668.0
"ND, Mountrail",10545,46.76,0.15,0.14,21.24,2.71,1.86,2.56,27966078.0,16045694.0,8962512.0,39697391.0,26898608.0,17747024.0,23951808.0
"ND, Nelson",2879,104.83,0.28,0.07,0.97,1.15,1.6,9.34,427703.99,654800.0,195598.99,696257.0,544563.01,353915.01,595953.0
"ND, North Dakota",762062,78.47,1.01,0.9,4.67,1.77,1.56,4.48,9860184631929.0,6412688646508.0,3253413181752.0,11696421670967.0,9884169131185.0,6124003542364.0,13297924204286.0
"ND, Oliver",1959,90.96,0.15,0.2,1.33,0.97,0.61,4.13,166945.99,125493.98,65625.98,231417.0,166162.02,130489.03,158503.01
"ND, Pembina",6801,102.15,0.31,0.16,2.1,2.79,1.47,6.75,6790049.99,6318265.01,3283999.0,10009304.0,7423700.0,4250693.0,6489378.0
"ND, Pierce",3975,102.74,0.48,0.08,4.25,1.11,0.86,9.64,1352533.99,1483669.01,418725.99,2212088.0,1523180.0,810581.99,1316202.01
"ND, Ramsey",11519,86.64,0.36,0.39,8.37,1.19,2.55,5.2,33569937.0,27652051.0,12366453.0,43959269.0,25502490.0,30690532.0,40337004.0
"ND, Ransom",5218,101.28,0.36,0.38,0.4,1.26,0.9,8.01,3335345.99,2820745.99,1279714.01,5028900.0,3479675.01,1704460.0,2714560.0
"ND, Renville",2327,103.18,0.09,0.21,0.39,1.03,1.25,4.73,272374.99,256133.0,59013.02,429400.99,353052.0,165706.02,253410.01
"ND, Richland",16177,94.89,0.68,0.54,1.87,1.68,1.3,5.2,94995388.0,62859292.0,39228093.0,114596412.0,92012026.0,87353859.0,90154097.0
"ND, Rolette",14176,19.77,0.15,0.11,75.32,0.94,2.09,3.56,95254498.0,28576406.0,35489332.0,73510782.0,71079173.0,49013945.0,55806376.0
"ND, Sargent",3898,95.36,0.05,0.23,0.51,1.31,0.72,6.39,1349254.0,1124377.99,480156.0,2153060.01,1350774.01,843293.0,1094013.01
"ND, Sheridan",1315,96.73,0.0,0.15,1.06,1.22,1.22,10.11,36320.0,68129.96,28365.02,85251.03,51364.03,29219.01,33204.03
"ND, Sioux",4230,12.22,0.14,0.09,81.16,1.94,2.81,1.56,2762654.99,535010.0,1236387.0,2451327.0,1914540.0,830222.01,1136177.99
"ND, Slope",750,94.27,0.0,0.0,0.8,1.6,0.27,6.53,8490.0,7815.07,4162.0,12038.0,7200.0,7815.07,10912.0
"ND, Stark",31489,72.3,0.59,0.91,0.73,1.44,0.98,3.58,669102833.0,499843790.0,297367946.0,1001671073.0,715805114.0,406538420.0,700931600.0
"ND, Steele",1890,101.38,0.16,0.11,1.22,1.06,0.63,5.5,143961.01,150745.98,25004.97,170743.02,183973.02,86807.99,208957.99
"ND, Stutsman",20704,96.58,0.61,0.48,1.43,1.74,1.3,5.58,182221494.0,152215601.0,80887215.0,300144646.0,208326547.0,88088688.0,209998395.0
"ND, Towner",2189,98.9,0.09,0.05,2.24,0.46,0.69,7.72,201738.01,257798.99,90077.02,355056.01,272640.02,152858.02,178249.98
"ND, Traill",8036,95.73,0.49,0.26,0.78,2.66,1.18,6.31,11565813.0,9718899.0,3403246.01,13483765.0,11927433.0,8059224.0,15020650.0
"ND, Walsh",10641,92.42,0.23,0.34,1.44,9.11,1.41,6.0,26733810.0,24242752.0,17630009.0,39721363.0,27175411.0,15252171.0,20721219.0
"ND, Ward",67641,80.89,2.17,0.81,2.27,2.76,2.5,4.21,7275649944.0,4026268295.0,1947249784.0,9273685267.0,6869362924.0,3791555378.0,9065509267.0
"ND, Wells",3834,108.06,0.08,0.1,0.34,0.55,0.63,9.6,1023103.0,1636044.0,732026.0,1855081.01,1255328.01,543891.0,1249462.0
"ND, Williams",37589,54.18,0.15,0.21,2.34,1.16,1.71,2.94,1224730436.0,789264503.0,505406283.0,1437235337.0,1450940662.0,666056406.0,1251434790.0
